1.805999999999999943e+02 1.095002057192438372e+00 7.654769958452950485e-06 -5.547618576866918394e-01
1.806031250000000057e+02 1.435981480396616883e+00 6.882823354258197027e-06 -3.743777710560713783e-03
1.806062500000000171e+02 1.053959697120562256e+00 1.249968137604564506e-06 -1.694165998440722465e+00
1.806093750000000284e+02 7.414348241309699494e-01 4.494734412719395490e-06 -1.941275726516791811e-01
1.806125000000000398e+02 8.373126097853331729e-01 5.477779943231889624e-03 1.698374095795111283e-01
1.806156250000000512e+02 1.140097897859717380e+00 3.006769553938008592e-03 -4.579080526612641089e-01
1.806187500000000625e+02 1.348067601571598217e+00 5.284511813047822152e-06 -3.607214778859533372e-02
1.806218750000000739e+02 9.690137831579186400e-01 4.761776090428612401e-06 2.610884318871195542e-01
1.806250000000000853e+02 1.108035410697614465e+00 6.003407327785400920e-04 1.100745793128305172e-01
1.806281250000000966e+02 1.684092026485975557e+00 9.999999999999998890e-01 -2.971419908913508490e-01
1.806312500000001080e+02 9.910042352196947180e-01 8.221333288791540439e-06 -4.282642449686500652e-01
1.806343750000001194e+02 8.186538997405702345e-01 4.759890761171456193e-06 -6.856175660431791663e-02
1.806375000000001307e+02 1.371224088781084482e+00 1.392230168029883475e-06 -3.640888718932268064e-01
1.806406250000001421e+02 1.271447594035533202e+00 1.787865420952733256e-04 -1.496230792663890696e-01
1.806437500000001535e+02 8.650771741400243853e-01 4.376600786953895317e-01 -4.730575717613031417e-01
1.806468750000001648e+02 7.144343976469335056e-01 1.002010851480119001e-06 -9.420499107398749850e-02
1.806500000000001762e+02 1.074223117032377717e+00 2.035538999602332696e-03 1.068513927656258300e-01
1.806531250000001876e+02 1.434700363356402608e+00 4.618262761419015572e-06 -7.275269535782068475e-01
1.806562500000001990e+02 1.103784477017462740e+00 1.084449891931184434e-01 -3.521661477382602434e-02
1.806593750000002103e+02 1.406047164212814282e+00 3.710833446016212736e-06 -1.668548220648821412e-01
1.806625000000002217e+02 7.055573869652387309e-01 7.464086970910051553e-06 1.074605157744474432e-01
1.806656250000002331e+02 1.064491089600840601e+00 6.407376111831556921e-06 -2.798936108410299828e-01
1.806687500000002444e+02 1.918535029738554609e+00 2.753996555628906440e-01 -3.402037271208271929e-01
1.806718750000002558e+02 1.573658583210511219e+00 7.098763194985383721e-06 -2.280647933287835438e-01
1.806750000000002672e+02 5.906039808281794423e-01 5.008186289991575224e-01 -1.562302891309256536e-01
1.806781250000002785e+02 6.490959398623605825e-01 5.399488477523433153e-04 -2.726326944286581178e-01
1.806812500000002899e+02 1.361846167573425914e+00 1.274446047818765645e-06 -7.048325017876828913e-02
1.806843750000003013e+02 1.240084025135032686e+00 1.102723805692662360e-06 1.972973248026166915e-01
1.806875000000003126e+02 6.509289299625539149e-01 1.256045946834532368e-06 -3.017430164051327912e-01
1.806906250000003240e+02 1.074586774474213691e+00 5.322287886103029014e-06 3.529688797741907524e-02
1.806937500000003354e+02 5.853505003918926253e-01 6.316906122379863365e-06 -4.475070820298765462e-02
1.806968750000003467e+02 6.145829760121521712e-01 5.858528358207333823e-06 -3.650970858631234772e-02
1.807000000000003581e+02 1.376877340699699026e+00 1.659594831585349322e-03 -4.649896780093638882e-02
1.807031250000003695e+02 1.565721524225401673e+00 1.117717609500666577e-03 2.982627698380467818e-01
1.807062500000003809e+02 1.453820301617899657e+00 4.691809467643084621e-06 -5.687668290833991502e-02
1.807093750000003922e+02 4.455886598756279571e-01 5.526808620731560015e-06 2.070626177646178456e-01
1.807125000000004036e+02 1.104577835312873901e+00 5.058106888888072866e-06 -3.388317255517991899e-01
1.807156250000004150e+02 9.575851317329880930e-01 5.461393562237544534e-06 2.166092865542302293e-01
1.807187500000004263e+02 5.908620390421625013e-01 9.999999999999997780e-01 6.658641998550725305e-02
1.807218750000004377e+02 8.226004743869974600e-02 8.084032175239213441e-03 9.632576478841619050e-01
1.807250000000004491e+02 4.353680912985651019e-02 1.531860543165360425e-02 9.798618327592059085e-01
1.807281250000004604e+02 4.656494514264668261e-02 9.999999999999998890e-01 9.814466401442203392e-01
1.807312500000004718e+02 6.691583811032496276e-02 9.365292495312945982e-06 9.918065176661879923e-01
1.807343750000004832e+02 5.169800747702307797e-02 1.929513914749594536e-05 9.787362015734000220e-01
1.807375000000004945e+02 1.332592100423015957e-01 1.330849246604507753e-05 9.885121081235729301e-01
1.807406250000005059e+02 1.026530533391328270e-01 1.224256433223174629e-04 9.797984708103687490e-01
1.807437500000005173e+02 6.055569229507201667e-02 1.157835195754316148e-04 9.696667338619388010e-01
1.807468750000005286e+02 6.852525986764895771e-02 1.468080605429774865e-01 9.691624482757201786e-01
1.807500000000005400e+02 8.500563563104611420e-02 1.787727541193187206e-02 9.915251990290109285e-01
1.807531250000005514e+02 4.772183868903142473e-02 1.343511541046931359e-15 9.927106054557333081e-01
1.807562500000005627e+02 8.510988114690562489e-02 1.817535525629211200e-25 9.873019715648805317e-01
1.807593750000005741e+02 8.710391863390291867e-02 2.373991483542693345e-17 9.945845024246182664e-01
1.807625000000005855e+02 7.186394171735126235e-02 5.639458413556010154e-04 9.932771740359023216e-01
